Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
1291,285,12,55.01,1,3,2,132,6,REGULAR
1961,15,12,54.91,4,3,2,432,9,PROMISING
4080,180,8,54.9,2,2,2,222,6,REGULAR
1689,386,5,54.8,1,1,2,112,4,REGULAR
1386,152,6,54.8,2,1,2,212,5,REGULAR
3525,319,9,54.71,1,3,2,132,6,REGULAR
1981,60,4,54.7,3,1,2,312,6,REGULAR
3554,160,8,54.7,2,2,2,222,6,REGULAR
4245,209,9,54.61,2,3,2,232,7,REGULAR
1451,337,6,54.57,1,1,2,112,4,REGULAR
1852,478,9,54.53,1,3,2,132,6,REGULAR
1143,249,12,54.5,2,3,2,232,7,REGULAR
4655,150,10,54.5,2,3,2,232,7,REGULAR
2032,155,7,54.45,2,2,2,222,6,REGULAR
1449,88,9,54.45,3,3,2,332,8,REGULAR
2903,144,12,54.41,2,3,2,232,7,REGULAR
1150,26,10,54.4,4,3,2,432,9,PROMISING
3040,445,4,54.4,1,1,2,112,4,REGULAR
2205,298,8,54.31,1,2,2,122,5,REGULAR
4439,131,8,54.3,3,2,2,322,7,REGULAR
2943,193,8,54.23,2,2,2,222,6,REGULAR
3024,372,5,54.21,1,1,2,112,4,REGULAR
4559,232,10,54.2,2,3,2,232,7,REGULAR
4420,308,6,54.2,1,2,2,122,5,REGULAR
2891,181,5,54.15,2,1,2,212,5,REGULAR
3068,194,7,54.1,2,2,2,222,6,REGULAR
3813,346,5,54.1,1,1,2,112,4,REGULAR
1163,16,9,54.1,4,3,2,432,9,PROMISING
3330,157,5,54.01,2,1,2,212,5,REGULAR
1301,57,7,54.0,3,2,2,322,7,REGULAR
4466,118,9,54.0,3,3,2,332,8,REGULAR
3787,97,9,53.95,3,3,2,332,8,REGULAR
4764,94,8,53.95,3,2,2,322,7,REGULAR
1803,232,9,53.9,2,3,2,232,7,REGULAR
4649,451,11,53.86,1,3,2,132,6,REGULAR
1000,35,13,53.8,4,4,2,442,10,PROMISING
2368,49,8,53.8,4,2,2,422,8,PROMISING
2740,181,4,53.8,2,1,2,212,5,REGULAR
4200,555,3,53.76,1,1,2,112,4,REGULAR
3697,88,10,53.73,3,3,2,332,8,REGULAR
3473,267,6,53.72,2,2,2,222,6,REGULAR
2281,64,2,53.7,3,1,2,312,6,REGULAR
2147,48,9,53.61,4,3,2,432,9,PROMISING
2080,253,5,53.6,2,1,2,212,5,REGULAR
3667,382,9,53.6,1,3,2,132,6,REGULAR
2620,16,8,53.55,4,2,2,422,8,PROMISING
4711,104,8,53.55,3,2,2,322,7,REGULAR
2763,320,10,53.54,1,3,2,132,6,REGULAR
4513,56,5,53.49,4,1,2,412,7,PROMISING
3401,93,10,53.4,3,3,2,332,8,REGULAR
1021,53,8,53.4,4,2,2,422,8,PROMISING
4790,137,11,53.39,3,3,2,332,8,REGULAR
4385,43,5,53.38,4,1,2,412,7,PROMISING
1580,25,16,53.35,4,4,2,442,10,PROMISING
4422,437,6,53.32,1,2,2,122,5,REGULAR
3577,232,7,53.3,2,2,2,222,6,REGULAR
1111,40,11,53.3,4,3,2,432,9,PROMISING
4615,427,5,53.3,1,1,2,112,4,REGULAR
1138,119,6,53.3,3,2,2,322,7,REGULAR
4341,430,7,53.23,1,2,2,122,5,REGULAR
4771,369,7,53.2,1,2,2,122,5,REGULAR
2908,290,8,53.2,1,2,2,122,5,REGULAR
1679,22,11,53.2,4,3,2,432,9,PROMISING
1964,394,10,53.17,1,3,2,132,6,REGULAR
2108,90,6,53.11,3,2,2,322,7,REGULAR
2586,65,5,53.11,3,1,2,312,6,REGULAR
2352,239,6,53.1,2,2,2,222,6,REGULAR
2527,141,5,53.1,2,1,2,212,5,REGULAR
4944,88,9,53.05,3,3,2,332,8,REGULAR
2064,131,8,53.0,3,2,2,322,7,REGULAR
1524,25,9,52.81,4,3,2,432,9,PROMISING
4149,285,9,52.81,1,3,2,132,6,REGULAR
1669,133,9,52.74,3,3,2,332,8,REGULAR
4950,252,9,52.72,2,3,2,232,7,REGULAR
3815,106,9,52.6,3,3,2,332,8,REGULAR
3897,129,13,52.5,3,4,2,342,9,REGULAR
3513,123,7,52.5,3,2,2,322,7,REGULAR
1378,79,4,52.5,3,1,2,312,6,REGULAR
3249,373,4,52.35,1,1,2,112,4,REGULAR
3941,415,3,52.34,1,1,2,112,4,REGULAR
2576,370,4,52.3,1,1,2,112,4,REGULAR
2833,138,4,52.3,3,1,2,312,6,REGULAR
3411,194,8,52.3,2,2,2,222,6,REGULAR
2323,368,6,52.3,1,2,2,122,5,REGULAR
4115,222,11,52.22,2,3,2,232,7,REGULAR
3378,351,9,52.2,1,3,2,132,6,REGULAR
2831,358,9,52.2,1,3,2,132,6,REGULAR
3387,234,7,52.12,2,2,2,222,6,REGULAR
2768,363,7,52.11,1,2,2,122,5,REGULAR
4271,376,5,52.04,1,1,2,112,4,REGULAR
1101,367,7,52.0,1,2,2,122,5,REGULAR
2397,87,6,51.94,3,2,2,322,7,REGULAR
1253,193,6,51.94,2,2,2,222,6,REGULAR
3253,193,4,51.9,2,1,2,212,5,REGULAR
2109,63,10,51.9,3,3,2,332,8,REGULAR
1485,171,4,51.9,2,1,2,212,5,REGULAR
4856,346,8,51.86,1,2,2,122,5,REGULAR
2890,248,6,51.86,2,2,2,222,6,REGULAR
2007,37,6,51.85,4,2,2,422,8,PROMISING
1186,248,9,51.83,2,3,2,232,7,REGULAR
3969,300,5,51.8,1,1,2,112,4,REGULAR
1546,361,9,51.8,1,3,2,132,6,REGULAR
1996,234,10,51.75,2,3,2,232,7,REGULAR
4868,242,13,51.7,2,4,2,242,8,REGULAR
2438,313,4,51.61,1,1,2,112,4,REGULAR
1047,143,6,51.6,2,2,2,222,6,REGULAR
4465,366,4,51.6,1,1,2,112,4,REGULAR
2390,131,14,51.56,3,4,2,342,9,REGULAR
4205,311,4,51.5,1,1,2,112,4,REGULAR
2345,13,10,51.5,4,3,2,432,9,PROMISING
4393,36,5,51.4,4,1,2,412,7,PROMISING
1318,95,5,51.3,3,1,2,312,6,REGULAR
3860,239,7,51.27,2,2,2,222,6,REGULAR
3026,340,14,51.26,1,4,2,142,7,REGULAR
3810,237,5,51.2,2,1,2,212,5,REGULAR
1907,164,5,51.2,2,1,2,212,5,REGULAR
3406,68,6,51.2,3,2,2,322,7,REGULAR
3493,331,8,51.1,1,2,2,122,5,REGULAR
1881,76,11,51.05,3,3,2,332,8,REGULAR
1869,228,11,51.01,2,3,2,232,7,REGULAR
3979,105,4,51.0,3,1,2,312,6,REGULAR
3198,190,5,51.0,2,1,2,212,5,REGULAR
3662,27,8,51.0,4,2,2,422,8,PROMISING
3156,150,6,51.0,2,2,2,222,6,REGULAR
1813,394,3,50.9,1,1,2,112,4,REGULAR
1258,508,6,50.9,1,2,2,122,5,REGULAR
1077,109,14,50.9,3,4,2,342,9,REGULAR
3496,99,10,50.9,3,3,2,332,8,REGULAR
1705,79,8,50.85,3,2,2,322,7,REGULAR
2392,15,7,50.8,4,2,2,422,8,PROMISING
4751,41,6,50.8,4,2,2,422,8,PROMISING
1760,341,8,50.8,1,2,2,122,5,REGULAR
3426,66,8,50.8,3,2,2,322,7,REGULAR
4822,179,12,50.8,2,3,2,232,7,REGULAR
4911,357,10,50.75,1,3,2,132,6,REGULAR
1072,68,4,50.7,3,1,2,312,6,REGULAR
2797,109,5,50.7,3,1,2,312,6,REGULAR
2353,242,9,50.7,2,3,2,232,7,REGULAR
1698,161,8,50.64,2,2,2,222,6,REGULAR
4858,318,6,50.6,1,2,2,122,5,REGULAR
1433,464,4,50.6,1,1,2,112,4,REGULAR
3235,2,7,50.6,4,2,2,422,8,PROMISING
3601,10,8,50.5,4,2,2,422,8,PROMISING
3676,67,6,50.49,3,2,2,322,7,REGULAR
4210,145,4,50.45,2,1,2,212,5,REGULAR
3585,162,4,50.4,2,1,2,212,5,REGULAR
2728,32,5,50.4,4,1,2,412,7,PROMISING
4304,319,8,50.36,1,2,2,122,5,REGULAR
3674,139,11,50.34,2,3,2,232,7,REGULAR
3267,346,9,50.2,1,3,2,132,6,REGULAR
4172,83,9,50.15,3,3,2,332,8,REGULAR
1421,145,11,50.12,2,3,2,232,7,REGULAR
3413,98,10,50.1,3,3,2,332,8,REGULAR
4493,62,9,50.1,3,3,2,332,8,REGULAR
1732,215,7,50.0,2,2,2,222,6,REGULAR
4331,111,6,50.0,3,2,2,322,7,REGULAR
1078,63,7,50.0,3,2,2,322,7,REGULAR
4355,39,9,50.0,4,3,2,432,9,PROMISING
3886,42,10,50.0,4,3,2,432,9,PROMISING
3729,31,8,49.94,4,2,2,422,8,PROMISING
3259,119,9,49.92,3,3,2,332,8,REGULAR
4265,18,10,49.9,4,3,2,432,9,PROMISING
4605,68,6,49.9,3,2,2,322,7,REGULAR
2742,81,9,49.85,3,3,2,332,8,REGULAR
1980,76,10,49.83,3,3,2,332,8,REGULAR
1812,77,4,49.8,3,1,2,312,6,REGULAR
2838,50,7,49.8,4,2,2,422,8,PROMISING
1529,196,7,49.7,2,2,2,222,6,REGULAR
2450,152,6,49.7,2,2,2,222,6,REGULAR
1316,279,6,49.6,1,2,2,122,5,REGULAR
1935,489,11,49.6,1,3,2,132,6,REGULAR
3916,87,6,49.51,3,2,2,322,7,REGULAR
1434,397,8,49.5,1,2,2,122,5,REGULAR
4413,80,7,49.5,3,2,2,322,7,REGULAR
1746,77,10,49.5,3,3,2,332,8,REGULAR
3726,218,6,49.5,2,2,2,222,6,REGULAR
3807,65,6,49.5,3,2,2,322,7,REGULAR
1423,443,6,49.46,1,2,2,122,5,REGULAR
3828,198,9,49.4,2,3,2,232,7,REGULAR
2009,80,6,49.4,3,2,2,322,7,REGULAR
2984,309,11,49.4,1,3,2,132,6,REGULAR
3209,2,11,49.4,4,3,2,432,9,PROMISING
3264,269,10,49.35,2,3,2,232,7,REGULAR
2143,158,7,49.31,2,2,2,222,6,REGULAR
2594,223,8,49.3,2,2,2,222,6,REGULAR
4342,287,10,49.3,1,3,2,132,6,REGULAR
2522,509,8,49.3,1,2,2,122,5,REGULAR
1502,60,7,49.3,3,2,2,322,7,REGULAR
2827,60,8,49.22,3,2,2,322,7,REGULAR
2682,29,11,49.2,4,3,2,432,9,PROMISING
1147,409,6,49.2,1,2,2,122,5,REGULAR
4460,171,8,49.15,2,2,2,222,6,REGULAR
3528,134,11,49.15,3,3,2,332,8,REGULAR
3611,320,7,49.15,1,2,2,122,5,REGULAR
1158,74,11,49.1,3,3,2,332,8,REGULAR
4273,199,8,49.1,2,2,2,222,6,REGULAR
4085,92,9,49.1,3,3,2,332,8,REGULAR
2126,612,2,49.0,1,1,2,112,4,REGULAR
2378,259,4,49.0,2,1,2,212,5,REGULAR
4216,246,11,48.9,2,3,2,232,7,REGULAR
3397,313,6,48.9,1,2,2,122,5,REGULAR
3939,323,5,48.89,1,1,2,112,4,REGULAR
4229,132,8,48.8,3,2,2,322,7,REGULAR
1009,86,9,48.76,3,3,2,332,8,REGULAR
1260,452,4,48.74,1,1,2,112,4,REGULAR
3923,337,8,48.74,1,2,2,122,5,REGULAR
4849,227,7,48.64,2,2,2,222,6,REGULAR
1818,111,10,48.6,3,3,2,332,8,REGULAR
1752,255,10,48.6,2,3,2,232,7,REGULAR
1631,138,5,48.6,2,1,2,212,5,REGULAR
4848,77,6,48.5,3,2,2,322,7,REGULAR
3307,85,11,48.5,3,3,2,332,8,REGULAR
1499,51,10,48.5,4,3,2,432,9,PROMISING
1134,391,7,48.4,1,2,2,122,5,REGULAR
3622,2,10,48.4,4,3,2,432,9,PROMISING
4702,52,7,48.39,4,2,2,422,8,PROMISING
2516,152,8,48.3,2,2,2,222,6,REGULAR
3096,130,7,48.3,3,2,2,322,7,REGULAR
1431,53,9,48.3,4,3,2,432,9,PROMISING
3940,296,4,48.2,1,1,2,112,4,REGULAR
3112,225,8,48.2,2,2,2,222,6,REGULAR
2753,113,8,48.2,3,2,2,322,7,REGULAR
2062,99,8,48.11,3,2,2,322,7,REGULAR
1040,34,11,48.11,4,3,2,432,9,PROMISING
4903,22,8,48.1,4,2,2,422,8,PROMISING
4094,275,10,48.1,1,3,2,132,6,REGULAR
3618,449,4,48.1,1,1,2,112,4,REGULAR
3989,438,6,48.1,1,2,2,122,5,REGULAR
4349,291,7,48.1,1,2,2,122,5,REGULAR
1604,49,8,48.0,4,2,2,422,8,PROMISING
4171,210,8,47.9,2,2,2,222,6,REGULAR
4887,413,6,47.9,1,2,2,122,5,REGULAR
2295,2,10,47.9,4,3,2,432,9,PROMISING
1872,128,10,47.71,3,3,2,332,8,REGULAR
3694,13,10,47.7,4,3,2,432,9,PROMISING
4542,346,6,47.7,1,2,2,122,5,REGULAR
4374,467,4,47.7,1,1,2,112,4,REGULAR
3302,222,6,47.7,2,2,2,222,6,REGULAR
2016,137,4,47.6,3,1,2,312,6,REGULAR
4651,192,7,47.5,2,2,2,222,6,REGULAR
1387,578,6,47.46,1,2,2,122,5,REGULAR
4644,127,6,47.4,3,2,2,322,7,REGULAR
2039,99,4,47.4,3,1,2,312,6,REGULAR
1897,339,8,47.4,1,2,2,122,5,REGULAR
1801,201,11,47.3,2,3,2,232,7,REGULAR
3263,531,7,47.3,1,2,2,122,5,REGULAR
4539,296,9,47.3,1,3,2,132,6,REGULAR
2002,71,7,47.3,3,2,2,322,7,REGULAR
4017,56,8,47.3,3,2,2,322,7,REGULAR
3563,35,8,47.3,4,2,2,422,8,PROMISING
1848,177,8,47.25,2,2,2,222,6,REGULAR
1605,177,11,47.1,2,3,2,232,7,REGULAR
3178,22,12,47.1,4,3,2,432,9,PROMISING
1280,140,8,47.1,2,2,2,222,6,REGULAR
2670,245,6,47.1,2,2,2,222,6,REGULAR
1261,223,8,47.05,2,2,2,222,6,REGULAR
4185,348,6,47.0,1,2,2,122,5,REGULAR
3065,367,7,46.95,1,2,2,122,5,REGULAR
2859,322,4,46.9,1,1,2,112,4,REGULAR
1458,128,7,46.9,3,2,2,322,7,REGULAR
4841,13,11,46.9,4,3,2,432,9,PROMISING
1799,94,9,46.83,3,3,2,332,8,REGULAR
3630,159,4,46.8,2,1,2,212,5,REGULAR
4713,336,6,46.8,1,2,2,122,5,REGULAR
3445,90,6,46.71,3,2,2,322,7,REGULAR
3195,175,6,46.7,2,2,2,222,6,REGULAR
2480,101,13,46.7,3,4,2,342,9,REGULAR
2922,4,6,46.7,4,2,2,422,8,PROMISING
1262,526,6,46.6,1,2,2,122,5,REGULAR
4738,137,6,46.5,3,2,2,322,7,REGULAR
2709,132,11,46.45,3,3,2,332,8,REGULAR
2485,226,7,46.45,2,2,2,222,6,REGULAR
4847,330,9,46.42,1,3,2,132,6,REGULAR
1359,580,4,46.41,1,1,2,112,4,REGULAR
3283,181,9,46.4,2,3,2,232,7,REGULAR
1569,589,8,46.4,1,2,2,122,5,REGULAR
4259,189,12,46.37,2,3,2,232,7,REGULAR
4361,116,8,46.25,3,2,2,322,7,REGULAR
2427,187,9,46.15,2,3,2,232,7,REGULAR
4480,566,5,46.06,1,1,2,112,4,REGULAR
3003,601,6,46.04,1,2,2,122,5,REGULAR
3892,163,5,46.0,2,1,2,212,5,REGULAR
3648,211,3,46.0,2,1,2,212,5,REGULAR
1589,490,4,46.0,1,1,2,112,4,REGULAR
4408,254,9,45.92,2,3,2,232,7,REGULAR
3212,256,4,45.9,2,1,2,212,5,REGULAR
2082,37,10,45.9,4,3,2,432,9,PROMISING
4798,39,8,45.84,4,2,2,422,8,PROMISING
3125,451,4,45.81,1,1,2,112,4,REGULAR
1842,310,6,45.8,1,2,2,122,5,REGULAR
2655,182,5,45.76,2,1,2,212,5,REGULAR
3076,22,4,45.7,4,1,2,412,7,PROMISING
3011,191,11,45.7,2,3,2,232,7,REGULAR
2455,360,4,45.7,1,1,2,112,4,REGULAR
4069,241,11,45.7,2,3,2,232,7,REGULAR
3512,43,4,45.7,4,1,2,412,7,PROMISING
3455,42,8,45.7,4,2,2,422,8,PROMISING
2228,214,4,45.66,2,1,2,212,5,REGULAR
2183,366,7,45.6,1,2,2,122,5,REGULAR
1538,30,6,45.56,4,2,2,422,8,PROMISING
1770,41,10,45.52,4,3,2,432,9,PROMISING
3966,212,11,45.52,2,3,2,232,7,REGULAR
3502,477,11,45.52,1,3,2,132,6,REGULAR
1490,87,4,45.5,3,1,2,312,6,REGULAR
3487,431,12,45.5,1,3,2,132,6,REGULAR
3381,390,4,45.5,1,1,2,112,4,REGULAR
4298,158,8,45.46,2,2,2,222,6,REGULAR
3151,96,6,45.45,3,2,2,322,7,REGULAR
3159,333,7,45.44,1,2,2,122,5,REGULAR
3060,178,7,45.41,2,2,2,222,6,REGULAR
3801,68,9,45.4,3,3,2,332,8,REGULAR
4917,393,6,45.4,1,2,2,122,5,REGULAR
4839,11,8,45.34,4,2,2,422,8,PROMISING
2941,88,12,45.3,3,3,2,332,8,REGULAR
4956,405,8,45.3,1,2,2,122,5,REGULAR
3351,77,6,45.2,3,2,2,322,7,REGULAR
1405,305,6,45.2,1,2,2,122,5,REGULAR
4516,23,7,45.2,4,2,2,422,8,PROMISING
3344,273,12,45.2,1,3,2,132,6,REGULAR
3965,365,8,45.16,1,2,2,122,5,REGULAR
1548,455,6,45.1,1,2,2,122,5,REGULAR
2566,333,3,44.92,1,1,2,112,4,REGULAR
1909,121,7,44.8,3,2,2,322,7,REGULAR
4270,325,6,44.72,1,2,2,122,5,REGULAR
4034,47,6,44.7,4,2,2,422,8,PROMISING
2003,37,6,44.7,4,2,2,422,8,PROMISING
3980,105,10,44.7,3,3,2,332,8,REGULAR
4553,200,7,44.7,2,2,2,222,6,REGULAR
4626,6,7,44.7,4,2,2,422,8,PROMISING
4452,37,4,44.6,4,1,2,412,7,PROMISING
2113,114,8,44.6,3,2,2,322,7,REGULAR
4774,167,4,44.5,2,1,2,212,5,REGULAR
4731,270,5,44.4,2,1,2,212,5,REGULAR
3303,339,8,44.4,1,2,2,122,5,REGULAR
1714,150,5,44.4,2,1,2,212,5,REGULAR
4854,372,8,44.36,1,2,2,122,5,REGULAR
1425,97,10,44.32,3,3,2,332,8,REGULAR
3795,347,8,44.3,1,2,2,122,5,REGULAR
4415,337,8,44.21,1,2,2,122,5,REGULAR
1965,148,4,44.2,2,1,2,212,5,REGULAR
2156,145,9,44.2,2,3,2,232,7,REGULAR
3423,211,8,44.2,2,2,2,222,6,REGULAR
1388,271,7,44.2,2,2,2,222,6,REGULAR
1393,491,7,44.15,1,2,2,122,5,REGULAR
4090,307,6,44.12,1,2,2,122,5,REGULAR
3191,0,5,44.09,4,1,2,412,7,PROMISING
4488,379,6,44.0,1,2,2,122,5,REGULAR
4874,7,5,43.95,4,1,2,412,7,PROMISING
1054,70,9,43.9,3,3,2,332,8,REGULAR
3755,93,6,43.9,3,2,2,322,7,REGULAR
3458,139,10,43.9,2,3,2,232,7,REGULAR
2644,588,7,43.9,1,2,2,122,5,REGULAR
2177,454,6,43.85,1,2,2,122,5,REGULAR
4397,186,11,43.84,2,3,2,232,7,REGULAR
3318,162,4,43.8,2,1,2,212,5,REGULAR
4278,545,4,43.8,1,1,2,112,4,REGULAR
2981,27,9,43.8,4,3,2,432,9,PROMISING
4329,433,7,43.76,1,2,2,122,5,REGULAR
4339,405,6,43.76,1,2,2,122,5,REGULAR
1590,137,6,43.7,3,2,2,322,7,REGULAR
3217,285,6,43.6,1,2,2,122,5,REGULAR
2642,273,7,43.6,1,2,2,122,5,REGULAR
2619,371,7,43.56,1,2,2,122,5,REGULAR
3341,15,5,43.52,4,1,2,412,7,PROMISING
3767,207,9,43.5,2,3,2,232,7,REGULAR
1184,197,5,43.5,2,1,2,212,5,REGULAR
4818,285,8,43.5,1,2,2,122,5,REGULAR
2962,248,9,43.45,2,3,2,232,7,REGULAR
2608,102,8,43.4,3,2,2,322,7,REGULAR
1950,49,10,43.35,4,3,2,432,9,PROMISING
2545,42,12,43.35,4,3,2,432,9,PROMISING
4462,206,11,43.3,2,3,2,232,7,REGULAR
1877,456,11,43.22,1,3,2,132,6,REGULAR
3169,181,6,43.2,2,2,2,222,6,REGULAR
4668,332,6,43.2,1,2,2,122,5,REGULAR
2538,156,7,43.2,2,2,2,222,6,REGULAR
4070,156,6,43.1,2,2,2,222,6,REGULAR
1382,92,6,43.0,3,2,2,322,7,REGULAR
1730,5,8,43.0,4,2,2,422,8,PROMISING
4290,482,7,42.85,1,2,2,122,5,REGULAR
2278,142,6,42.84,2,2,2,222,6,REGULAR
3142,485,11,42.8,1,3,2,132,6,REGULAR
2588,2,5,42.8,4,1,2,412,7,PROMISING
4048,236,8,42.65,2,2,2,222,6,REGULAR
1025,133,6,42.62,3,2,2,322,7,REGULAR
3759,113,8,42.62,3,2,2,322,7,REGULAR
3546,38,7,42.61,4,2,1,421,7,PROMISING
4046,366,9,42.42,1,3,1,131,5,REGULAR
4647,316,4,42.4,1,1,1,111,3,LOST
3977,258,6,42.4,2,2,1,221,5,REGULAR
3061,25,8,42.35,4,2,1,421,7,PROMISING
3532,218,6,42.3,2,2,1,221,5,REGULAR
1805,204,7,42.3,2,2,1,221,5,REGULAR
2818,38,5,42.21,4,1,1,411,6,NEW
2627,60,8,42.2,3,2,1,321,6,REGULAR
1990,151,6,42.2,2,2,1,221,5,REGULAR
1936,137,6,42.2,3,2,1,321,6,REGULAR
3250,262,5,42.1,2,1,1,211,4,REGULAR
4502,38,9,42.04,4,3,1,431,8,PROMISING
4484,33,6,41.92,4,2,1,421,7,PROMISING
4850,168,4,41.9,2,1,1,211,4,REGULAR
1977,352,3,41.9,1,1,1,111,3,LOST
1635,35,6,41.86,4,2,1,421,7,PROMISING
4407,314,6,41.85,1,2,1,121,4,REGULAR
3359,523,5,41.82,1,1,1,111,3,LOST
4021,425,6,41.8,1,2,1,121,4,REGULAR
2674,483,6,41.7,1,2,1,121,4,REGULAR
1667,352,2,41.6,1,1,1,111,3,LOST
2324,134,6,41.6,3,2,1,321,6,REGULAR
2886,383,4,41.41,1,1,1,111,3,LOST
1775,80,2,41.4,3,1,1,311,5,REGULAR
4971,227,6,41.4,2,2,1,221,5,REGULAR
3043,359,2,41.4,1,1,1,111,3,LOST
4895,114,10,41.35,3,3,1,331,7,REGULAR
2593,443,6,41.33,1,2,1,121,4,REGULAR
2721,142,6,41.3,2,2,1,221,5,REGULAR
4282,190,4,41.2,2,1,1,211,4,REGULAR
2179,258,4,41.15,2,1,1,211,4,REGULAR
2486,35,5,41.15,4,1,1,411,6,NEW
4300,270,7,41.1,2,2,1,221,5,REGULAR
1728,137,7,41.1,3,2,1,321,6,REGULAR
1383,310,6,41.01,1,2,1,121,4,REGULAR
1570,285,5,41.0,1,1,1,111,3,LOST
3118,1,7,41.0,4,2,1,421,7,PROMISING
1135,173,9,40.97,2,3,1,231,6,REGULAR
2168,35,7,40.95,4,2,1,421,7,PROMISING
3039,32,10,40.95,4,3,1,431,8,PROMISING
1840,367,5,40.91,1,1,1,111,3,LOST
4083,502,2,40.9,1,1,1,111,3,LOST
1530,445,5,40.9,1,1,1,111,3,LOST
1738,455,8,40.85,1,2,1,121,4,REGULAR
1282,42,10,40.7,4,3,1,431,8,PROMISING
1236,233,5,40.6,2,1,1,211,4,REGULAR
2206,74,7,40.5,3,2,1,321,6,REGULAR
1511,283,4,40.42,1,1,1,111,3,LOST
2155,414,8,40.4,1,2,1,121,4,REGULAR
3564,179,8,40.3,2,2,1,221,5,REGULAR
2949,577,5,40.26,1,1,1,111,3,LOST
1104,64,10,40.25,3,3,1,331,7,REGULAR
4401,447,9,40.2,1,3,1,131,5,REGULAR
3464,548,4,40.2,1,1,1,111,3,LOST
3075,76,6,40.2,3,2,1,321,6,REGULAR
3074,261,5,40.14,2,1,1,211,4,REGULAR
2173,141,4,40.1,2,1,1,211,4,REGULAR
2479,351,10,40.05,1,3,1,131,5,REGULAR
2913,179,4,40.03,2,1,1,211,4,REGULAR
3016,29,7,40.0,4,2,1,421,7,PROMISING
3514,382,4,40.0,1,1,1,111,3,LOST
4318,489,6,39.95,1,2,1,121,4,REGULAR
3291,150,4,39.91,2,1,1,211,4,REGULAR
2263,181,2,39.91,2,1,1,211,4,REGULAR
4196,53,10,39.9,4,3,1,431,8,PROMISING
1686,594,6,39.9,1,2,1,121,4,REGULAR
2704,42,6,39.8,4,2,1,421,7,PROMISING
4311,389,5,39.8,1,1,1,111,3,LOST
1263,437,4,39.8,1,1,1,111,3,LOST
1650,551,6,39.8,1,2,1,121,4,REGULAR
4955,385,6,39.8,1,2,1,121,4,REGULAR
4250,431,4,39.76,1,1,1,111,3,LOST
1985,34,8,39.75,4,2,1,421,7,PROMISING
1099,139,6,39.7,2,2,1,221,5,REGULAR
4428,129,6,39.7,3,2,1,321,6,REGULAR
4758,389,9,39.7,1,3,1,131,5,REGULAR
4168,392,4,39.7,1,1,1,111,3,LOST
2101,10,11,39.6,4,3,1,431,8,PROMISING
1919,134,4,39.6,3,1,1,311,5,REGULAR
1672,84,6,39.6,3,2,1,321,6,REGULAR
4888,320,6,39.55,1,2,1,121,4,REGULAR
4287,146,6,39.5,2,2,1,221,5,REGULAR
4727,39,10,39.5,4,3,1,431,8,PROMISING
3233,430,2,39.5,1,1,1,111,3,LOST
4020,263,5,39.4,2,1,1,211,4,REGULAR
2572,217,2,39.4,2,1,1,211,4,REGULAR
2301,6,9,39.35,4,3,1,431,8,PROMISING
3533,495,2,39.3,1,1,1,111,3,LOST
1873,102,5,39.1,3,1,1,311,5,REGULAR
1323,57,7,39.1,3,2,1,321,6,REGULAR
2190,80,6,39.1,3,2,1,321,6,REGULAR
1448,286,4,39.1,1,1,1,111,3,LOST
1720,25,7,39.04,4,2,1,421,7,PROMISING
1244,400,8,39.02,1,2,1,121,4,REGULAR
2626,508,7,39.0,1,2,1,121,4,REGULAR
1942,441,4,39.0,1,1,1,111,3,LOST
3092,6,6,39.0,4,2,1,421,7,PROMISING
4724,118,4,38.9,3,1,1,311,5,REGULAR
1657,597,6,38.9,1,2,1,121,4,REGULAR
1058,50,8,38.9,4,2,1,421,7,PROMISING
3712,10,8,38.82,4,2,1,421,7,PROMISING
4167,115,6,38.75,3,2,1,321,6,REGULAR
1858,249,5,38.7,2,1,1,211,4,REGULAR
1418,393,7,38.7,1,2,1,121,4,REGULAR
1854,157,6,38.7,2,2,1,221,5,REGULAR
1666,259,4,38.7,2,1,1,211,4,REGULAR
4014,45,8,38.66,4,2,1,421,7,PROMISING
2967,327,6,38.65,1,2,1,121,4,REGULAR
1575,360,10,38.62,1,3,1,131,5,REGULAR
2123,572,3,38.6,1,1,1,111,3,LOST
1927,229,6,38.6,2,2,1,221,5,REGULAR
3150,506,6,38.59,1,2,1,121,4,REGULAR
2313,315,5,38.54,1,1,1,111,3,LOST
2283,346,7,38.42,1,2,1,121,4,REGULAR
3888,17,4,38.42,4,1,1,411,6,NEW
1809,429,6,38.4,1,2,1,121,4,REGULAR
4551,155,4,38.4,2,1,1,211,4,REGULAR
2611,366,7,38.35,1,2,1,121,4,REGULAR
2461,87,5,38.31,3,1,1,311,5,REGULAR
1585,357,8,38.31,1,2,1,121,4,REGULAR
3441,262,6,38.3,2,2,1,221,5,REGULAR
2667,197,5,38.29,2,1,1,211,4,REGULAR
1828,281,9,38.25,1,3,1,131,5,REGULAR
3352,52,7,38.2,4,2,1,421,7,PROMISING
2095,92,6,38.2,3,2,1,321,6,REGULAR
3278,396,4,38.2,1,1,1,111,3,LOST
1181,44,8,38.2,4,2,1,421,7,PROMISING
4677,76,7,38.2,3,2,1,321,6,REGULAR
3331,158,7,38.12,2,2,1,221,5,REGULAR
4001,192,7,38.11,2,2,1,221,5,REGULAR
2791,404,2,38.1,1,1,1,111,3,LOST
2892,405,5,38.0,1,1,1,111,3,LOST
